SID,DAY,OPENINGTIME,CLOSINGTIME
1086,4,16:45,23:59
1086,5,00:00,3:00
1086,1,6:00,12:00
1086,2,7:15,11:45
1086,5,7:15,11:45
1086,6,16:45,19:00
1087,6,00:00,23:59
1087,4,17:45,23:59
1087,5,00:00,1:45
1087,1,9:00,17:30
1087,2,11:45,18:00
1087,3,7:00,12:45
1087,5,7:00,12:45
1088,0,00:00,23:59
1088,3,00:00,23:59
1088,5,9:30,13:30
1088,1,5:45,16:00
1088,2,14:00,22:30
1088,4,5:00,23:00
1088,6,17:15,20:15
1089,0,16:30,18:45
1089,1,11:45,19:30
1089,2,10:45,14:15
1089,3,16:45,19:00
1089,4,16:45,19:00
1089,5,8:15,13:45
1089,6,13:30,21:30
1090,0,8:15,20:15
1090,1,10:30,20:00
1090,6,10:30,20:00
1090,2,7:15,10:30
1090,3,7:15,10:30
1090,4,6:45,9:15
1090,5,6:45,9:15
1091,6,00:00,23:59
1091,2,16:30,22:15
1091,1,8:15,17:15
1091,3,16:30,23:59
1091,4,00:00,3:45
1091,4,14:45,23:59
1091,5,00:00,2:30
1091,5,10:30,12:15
1092,0,12:45,22:00
1092,1,11:15,23:59
1092,2,00:00,3:15
1092,2,11:15,23:59
1092,3,00:00,3:15
1092,3,12:45,23:59
1092,4,00:00,12:15
1092,4,14:00,23:59
1092,5,00:00,3:15
1092,5,11:00,15:00
1092,6,9:45,22:00
1093,0,00:00,23:59
1093,2,13:30,23:59
1093,3,00:00,12:00
1093,1,9:45,11:15
1093,3,17:15,18:00
1093,4,16:15,17:45
1093,5,5:45,10:45
1093,6,13:00,14:30
1094,0,14:45,23:59
1094,1,00:00,1:15
1094,3,11:00,19:30
1094,4,12:00,14:15
1094,5,14:15,22:00
1095,0,12:30,23:59
1095,1,00:00,1:15
1095,1,12:30,23:59
1095,2,00:00,1:15
1095,3,12:45,23:59
1095,4,00:00,2:00
1095,6,11:00,14:15
1096,0,14:30,20:00
1096,1,11:45,23:00
1096,2,10:00,15:45
1096,3,7:45,8:30
1096,4,7:45,9:00
1096,6,7:45,9:00
1096,5,9:00,12:15
1097,0,00:00,23:59
1097,1,00:00,23:59
1097,3,11:45,13:30
1097,2,12:00,19:45
1097,5,12:00,19:45
1097,4,7:00,9:30
1097,6,10:15,22:30
1098,0,00:00,23:59
1098,2,7:15,13:15
1098,1,11:15,23:59
1098,2,00:00,3:15
1098,3,15:30,17:30
1098,4,15:30,17:30
1098,5,15:30,17:30
1098,6,8:30,13:15
1099,0,00:00,23:59
1099,3,7:45,22:45
1099,4,7:45,22:45
1099,1,5:45,9:30
1099,2,17:15,23:59
1099,3,00:00,2:00
1099,5,17:15,23:59
1099,6,00:00,12:30
1099,6,11:45,18:15
1100,0,15:15,22:30
1100,1,12:30,19:00
1100,2,7:00,20:45
1100,3,5:00,6:00
1100,4,10:15,16:30
1100,6,10:15,16:30
1100,5,13:45,23:59
1100,6,00:00,12:30
1101,0,15:45,21:45
1101,1,8:45,22:45
1101,2,5:00,23:45
1101,3,17:45,18:15
1101,5,17:45,18:15
1101,4,7:00,20:30
1101,6,16:00,20:15
1102,0,00:00,23:59
1102,5,9:15,13:00
1102,1,6:15,22:15
1102,2,17:45,23:59
1102,3,00:00,12:15
1102,3,8:00,11:45
1102,4,16:00,23:59
1102,5,00:00,2:00
1102,6,6:00,20:45
1103,0,7:30,19:45
1103,1,12:00,21:15
1103,2,12:00,21:15
1103,3,9:15,15:30
1103,4,11:00,23:59
1103,5,00:00,1:15
1103,5,7:30,11:30
1103,6,6:00,23:59
1103,0,00:00,2:45
1104,0,15:15,23:00
1104,1,5:45,23:15
1104,2,13:00,23:59
1104,3,00:00,3:15
1104,3,9:30,21:30
1104,4,12:00,22:45
1104,5,17:15,22:30
1104,6,5:30,23:59
1104,0,00:00,1:30
1105,0,00:00,23:59
1105,2,00:00,23:59
1105,4,5:00,23:59
1105,5,00:00,3:15
1105,1,11:30,20:30
1105,3,9:00,21:00
1105,5,13:15,19:15
1105,6,5:15,7:15
1106,0,6:45,9:30
1106,1,6:45,9:30
1106,2,13:30,17:00
1106,3,6:45,9:45
1106,4,11:45,12:30
1106,5,14:45,20:00
1106,6,11:00,17:45
1107,0,00:00,23:59
1107,5,16:15,21:30
1107,1,12:30,12:30
1107,2,16:45,23:59
1107,3,00:00,12:15
1107,6,16:45,23:59
1107,0,00:00,12:15
1107,3,9:45,19:15
1107,4,8:00,10:30
1108,6,00:00,23:59
1108,2,17:00,22:00
1108,1,10:15,15:15
1108,3,13:45,23:59
1108,4,00:00,3:00
1108,4,16:00,23:59
1108,5,00:00,3:15
1108,5,7:00,11:15
1109,0,16:45,22:30
1109,1,16:45,22:30
1109,2,16:45,22:30
1109,3,16:45,22:30
1109,4,13:30,17:15
1109,5,7:15,23:59
1109,6,00:00,2:00
1109,6,10:15,11:00
1110,0,00:00,23:59
1110,4,13:15,15:00
1110,1,5:00,8:30
1110,2,16:45,18:45
1110,5,16:45,18:45
1110,3,15:15,23:59
1110,4,00:00,3:00
1110,6,9:00,10:00
1111,0,00:00,23:59
1111,2,6:30,10:30
1111,3,6:30,10:30
1111,1,6:45,8:30
1111,4,6:30,23:59
1111,5,00:00,1:30
1111,5,11:30,22:15
1111,6,11:00,12:30
1112,0,00:00,23:59
1112,1,00:00,23:59
1112,5,13:45,17:45
1112,2,13:00,22:30
1112,3,6:15,16:15
1112,4,15:30,23:30
1112,6,11:15,19:45
1113,0,6:00,8:15
1113,1,6:00,8:15
1113,2,13:15,16:45
1113,3,13:15,16:45
1113,4,9:00,13:15
1113,5,10:45,14:30
1113,6,17:15,23:59
1113,0,00:00,1:00
1114,0,16:15,19:30
1114,1,16:15,19:30
1114,2,7:15,20:15
1114,4,7:15,20:15
1114,3,13:30,16:00
1114,5,12:30,23:59
1114,6,00:00,1:15
1114,6,16:15,20:30
1115,0,00:00,23:59
1115,1,00:00,23:59
1115,3,16:30,23:59
1115,4,00:00,1:30
1115,4,16:30,23:59
1115,5,00:00,1:30
1115,2,6:15,16:45
1115,5,6:00,23:59
1115,6,00:00,3:30
1115,6,11:45,15:15
1116,0,16:00,23:00
1116,1,7:15,8:45
1116,4,7:15,8:45
1116,2,15:00,21:15
1116,3,15:15,17:00
1116,5,17:00,23:59
1116,6,00:00,3:30
1116,6,14:00,23:59
1116,0,00:00,3:45
1117,0,00:00,23:59
1117,4,6:30,8:15
1117,1,9:00,12:00
1117,2,10:30,16:15
1117,3,10:30,16:15
1117,5,7:00,10:00
1117,6,7:45,12:30
1118,0,00:00,23:59
1118,2,10:30,23:45
1118,1,10:30,23:59
1118,2,00:00,2:15
1118,3,8:15,13:15
1118,5,8:15,13:15
1118,4,7:30,10:30
1118,6,6:45,18:45
1119,0,00:00,23:59
1119,3,5:45,10:30
1119,1,7:00,19:15
1119,2,10:45,14:00
1119,4,15:30,23:15
1119,5,9:45,19:15
1119,6,12:15,23:59
1119,0,00:00,1:45
1120,0,00:00,23:59
1120,3,10:45,14:15
1120,1,8:45,21:30
1120,2,8:45,21:30
1120,4,12:30,23:59
1120,5,00:00,1:45
1120,5,6:15,9:00
1120,6,11:30,12:00
1121,0,8:30,18:00
1121,1,8:30,18:00
1121,2,8:30,18:00
1121,3,15:45,21:15
1121,4,14:15,23:59
1121,5,00:00,1:15
1121,5,12:00,21:45
1121,6,12:30,23:45
1122,0,5:30,22:15
1122,1,5:30,22:15
1122,2,17:45,21:15
1122,3,17:45,21:15
1122,4,16:30,23:30
1122,5,6:15,16:30
1122,6,16:15,17:15
1123,0,7:30,15:00
1123,2,8:30,23:59
1123,3,00:00,2:45
1123,3,16:30,23:59
1123,4,00:00,12:30
1123,6,7:15,14:45
1124,0,13:45,15:15
1124,1,13:45,22:45
1124,2,10:45,23:30
1124,3,11:15,15:15
1124,4,13:45,23:59
1124,5,00:00,2:00
1124,5,7:45,19:15
1124,6,6:00,12:15
1125,0,11:30,23:59
1125,1,00:00,1:30
1125,1,16:30,23:59
1125,2,00:00,12:45
1125,2,17:15,23:59
1125,3,00:00,3:30
1125,3,8:00,20:00
1125,4,12:15,23:30
1125,5,10:00,16:30
1125,6,17:15,22:45
1126,0,6:45,18:00
1126,1,8:45,21:30
1126,4,8:45,21:30
1126,2,10:00,19:15
1126,3,6:30,17:45
1126,5,9:00,17:15
1126,6,13:45,23:59
1126,0,00:00,1:15
1127,0,00:00,23:59
1127,1,00:00,23:59
1127,5,11:45,23:59
1127,6,00:00,1:30
1127,2,5:00,7:45
1127,3,5:00,7:45
1127,4,12:30,23:59
1127,5,00:00,1:45
1127,6,10:30,22:30
1128,0,17:45,23:00
1128,1,17:15,23:15
1128,2,17:15,23:15
1128,3,17:15,23:15
1128,4,17:15,23:15
1128,5,10:00,19:30
1128,6,11:45,21:00
1129,0,7:30,8:30
1129,1,13:30,23:30
1129,4,13:30,23:30
1129,2,16:45,21:45
1129,3,12:30,14:30
1129,5,7:00,12:45
1129,6,7:15,22:00
1130,0,8:15,20:15
1130,1,10:00,23:59
1130,2,00:00,3:45
1130,2,10:00,13:30
1130,4,10:00,13:30
1130,3,14:45,23:00
1130,5,11:30,17:15
1130,6,5:15,17:15
1131,0,10:00,23:59
1131,1,00:00,1:45
1131,1,11:30,20:30
1131,2,14:15,19:30
1131,3,16:45,23:59
1131,4,00:00,2:15
1131,5,16:45,23:59
1131,6,00:00,2:15
1131,4,9:15,15:00
1131,6,5:30,15:30
1132,0,00:00,23:59
1132,2,17:15,19:30
1132,1,7:45,23:59
1132,2,00:00,2:15
1132,3,13:00,15:00
1132,4,6:00,7:00
1132,5,11:30,16:30
1132,6,10:00,23:59
1132,0,00:00,2:30
1133,0,00:00,23:59
1133,5,16:15,22:15
1133,1,15:00,23:59
1133,2,00:00,2:30
1133,2,8:30,14:30
1133,3,8:30,14:30
1133,4,12:30,23:59
1133,5,00:00,1:30
1133,6,15:00,23:59
1133,0,00:00,12:45
1134,0,12:00,23:59
1134,1,00:00,2:45
1134,1,14:15,22:00
1134,5,14:15,22:00
1134,2,12:45,13:45
1134,3,9:00,23:59
1134,4,00:00,1:00
1134,4,9:15,14:30
1134,6,9:15,14:30
1135,0,10:30,23:30
1135,1,10:00,14:15
1135,2,10:15,14:45
1135,3,7:00,14:30
1135,4,11:15,23:59
1135,5,00:00,1:15
1135,6,11:15,23:59
1135,0,00:00,1:15
1135,5,11:45,12:45
1136,0,00:00,23:59
1136,4,15:15,23:59
1136,5,00:00,2:30
1136,1,11:30,18:00
1136,2,9:00,21:45
1136,3,9:00,21:45
1136,5,5:15,19:00
1136,6,6:45,17:45
1137,6,6:45,12:00
1137,1,11:00,12:45
1137,3,11:00,12:45
1137,2,15:15,23:45
1137,4,9:15,10:00
1137,5,10:00,18:30
1138,0,00:00,23:59
1138,2,6:15,12:45
1138,1,5:00,10:00
1138,3,10:15,18:15
1138,4,7:15,19:30
1138,5,7:15,19:30
1138,6,16:00,23:59
1138,0,00:00,12:00
1139,6,00:00,23:59
1139,3,10:00,23:00
1139,1,16:00,19:30
1139,4,16:00,19:30
1139,2,13:45,17:30
1139,5,13:45,17:30
1140,0,6:45,15:00
1140,1,10:45,11:30
1140,2,15:00,23:59
1140,3,00:00,1:15
1140,4,8:15,21:45
1141,6,12:00,22:00
1141,1,13:15,22:00
1141,2,14:00,23:30
1141,3,10:30,17:30
1141,4,17:30,19:45
1141,5,14:15,17:00
1142,0,00:00,23:59
1142,5,17:15,22:00
1142,1,10:45,11:00
1142,3,10:45,11:00
1142,2,14:30,23:59
1142,3,00:00,2:45
1142,4,10:45,23:00
1142,6,10:45,23:00
1143,0,10:15,23:59
1143,1,00:00,2:30
1143,1,10:15,23:59
1143,2,00:00,3:15
1143,2,10:15,23:59
1143,3,00:00,3:15
1143,3,9:30,23:15
1143,4,11:30,15:00
1143,5,10:15,15:30
1143,6,10:15,15:30
1144,0,5:15,16:00
1144,1,14:30,21:45
1144,2,7:00,13:00
1144,3,11:15,15:45
1144,4,11:15,15:45
1144,5,14:00,23:59
1144,6,00:00,12:00
1144,6,11:15,15:00
1145,0,00:00,23:59
1145,3,8:30,23:00
1145,1,15:30,17:15
1145,5,15:30,17:15
1145,2,9:15,12:15
1145,6,9:15,12:15
1145,4,13:45,23:59
1145,5,00:00,2:00
1146,0,00:00,23:59
1146,1,00:00,23:59
1146,4,6:45,21:00
1146,2,6:45,19:45
1146,3,17:15,23:59
1146,4,00:00,2:30
1146,5,12:15,15:30
1146,6,15:30,16:15
1147,0,12:45,22:30
1147,1,12:30,23:30
1147,5,12:30,23:30
1147,2,8:30,17:45
1147,3,8:15,22:30
1147,4,8:45,23:30
1147,6,10:45,15:15
1148,0,9:00,13:15
1148,1,17:45,21:00
1148,2,6:30,23:59
1148,3,00:00,3:30
1148,3,6:15,13:45
1148,4,5:30,23:59
1148,5,00:00,3:00
1148,6,5:30,23:59
1148,0,00:00,3:00
1148,5,5:00,9:45
1149,0,00:00,23:59
1149,4,13:00,15:30
1149,5,13:00,15:30
1149,1,13:15,23:59
1149,2,00:00,1:15
1149,2,7:45,23:59
1149,3,00:00,3:00
1149,3,8:00,12:00
1149,6,10:00,20:30
1150,0,8:15,11:45
1150,1,16:15,17:45
1150,2,7:15,14:15
1150,4,7:15,14:15
1150,3,5:00,9:45
1150,5,15:30,20:15
1150,6,17:00,20:45
1151,0,5:15,16:15
1151,1,5:00,11:00
1151,2,10:00,13:00
1151,3,11:45,12:45
1151,4,9:15,23:59
1151,5,00:00,1:45
1151,5,6:00,22:00
1151,6,15:30,22:45
1152,6,00:00,23:59
1152,0,00:00,23:59
1152,3,17:30,23:59
1152,4,00:00,2:00
1152,4,17:30,23:59
1152,5,00:00,2:00
1152,2,15:00,23:45
1152,5,14:45,16:15
1153,0,00:00,23:59
1153,4,17:30,23:59
1153,5,00:00,3:15
1153,1,5:00,19:45
1153,2,9:15,21:45
1153,3,13:00,22:45
1153,5,14:30,21:45
1153,6,7:45,19:45
1154,0,00:00,23:59
1154,2,10:45,23:59
1154,3,00:00,1:15
1154,1,9:00,17:00
1154,6,9:00,17:00
1154,3,17:45,18:30
1154,4,5:45,9:00
1154,5,5:30,6:30
1155,0,00:00,23:59
1155,4,13:45,23:59
1155,5,00:00,1:15
1155,1,8:15,11:45
1155,2,8:15,23:59
1155,3,00:00,3:15
1155,3,16:15,20:30
1155,5,9:45,12:30
1155,6,6:00,11:30
1156,0,9:15,11:15
1156,1,8:45,18:45
1156,3,8:45,18:45
1156,2,10:30,16:00
1156,4,15:15,23:59
1156,5,00:00,1:15
1156,5,8:00,14:15
1156,6,8:00,14:30
1157,0,15:15,23:59
1157,1,00:00,3:00
1157,1,5:00,10:45
1157,2,10:00,19:00
1157,3,10:15,23:59
1157,4,00:00,2:15
1157,4,15:45,23:59
1157,5,00:00,12:30
1157,5,15:00,22:15
1157,6,12:00,23:59
1157,0,00:00,3:15
1158,0,12:15,17:45
1158,1,5:45,18:30
1158,2,9:30,23:59
1158,3,00:00,2:15
1158,4,9:30,23:59
1158,5,00:00,2:15
1158,3,11:15,23:59
1158,4,00:00,1:00
1158,6,11:15,23:59
1158,0,00:00,1:00
1158,5,16:30,23:59
1158,6,00:00,12:00
1159,0,12:15,22:30
1159,1,7:00,19:00
1159,2,7:00,19:00
1159,3,9:15,12:15
1159,4,11:00,13:15
1159,5,16:30,22:30
1159,6,14:30,23:59
1159,0,00:00,3:00
1160,0,6:00,19:45
1160,1,6:00,19:45
1160,2,7:45,13:15
1160,3,11:30,12:30
1160,4,6:30,20:00
1160,5,17:45,20:30
1160,6,13:00,23:59
1160,0,00:00,1:15
1161,0,8:15,13:00
1161,1,13:15,21:30
1161,3,13:15,21:30
1161,2,6:00,22:45
1161,4,10:45,15:45
1161,5,10:45,15:45
1161,6,10:45,22:15
1162,0,7:30,23:59
1162,1,00:00,3:45
1162,1,13:45,17:30
1162,2,12:30,12:30
1162,3,13:45,23:59
1162,4,00:00,2:30
1162,4,9:15,13:00
1162,5,16:00,23:59
1162,6,00:00,2:45
1162,6,17:00,23:00
1163,0,5:00,23:59
1163,1,00:00,3:45
1163,1,5:00,23:59
1163,2,00:00,3:45
1163,2,17:45,23:59
1163,3,00:00,1:00
1163,3,17:45,23:59
1163,4,00:00,1:00
1163,4,9:00,18:00
1163,5,5:15,23:59
1163,6,00:00,2:30
1163,6,9:15,14:45
1164,0,8:45,9:45
1164,1,5:00,14:30
1164,2,5:00,14:30
1164,3,11:15,22:45
1164,4,10:45,23:59
1164,5,00:00,3:15
1164,5,10:00,15:00
1164,6,8:00,23:59
1164,0,00:00,3:30
1165,6,00:00,23:59
1165,3,17:00,20:15
1165,1,10:00,14:15
1165,2,7:45,21:15
1165,4,6:45,20:45
1165,5,9:45,14:00
1166,0,15:00,18:15
1166,1,11:00,13:00
1166,2,7:45,11:15
1166,4,7:45,11:15
1166,3,10:45,16:00
1166,5,10:00,23:59
1166,6,00:00,3:00
1166,6,7:00,19:15
1167,0,00:00,23:59
1167,3,00:00,23:59
1167,4,15:00,23:59
1167,5,00:00,1:00
1167,1,7:15,17:45
1167,5,7:15,17:45
1167,2,13:00,21:45
1167,6,8:15,18:30
1168,0,00:00,23:59
1168,1,00:00,23:59
1168,4,12:15,17:00
1168,5,12:15,17:00
1168,2,6:15,20:45
1168,3,7:00,18:00
1168,6,10:15,23:59
1168,0,00:00,3:00
1169,0,17:15,23:59
1169,1,00:00,2:15
1169,1,17:15,23:59
1169,2,00:00,2:15
1169,2,7:00,12:45
1169,3,17:30,23:59
1169,4,00:00,2:30
1169,4,16:00,23:59
1169,5,00:00,1:15
1169,5,16:00,23:59
1169,6,00:00,1:15
1169,6,16:45,23:59
1169,0,00:00,1:15
1170,0,10:30,23:59
1170,1,00:00,2:30
1170,1,10:30,23:59
1170,2,00:00,2:30
1170,2,7:15,8:45
1170,3,11:15,16:15
1170,4,6:00,23:59
1170,5,00:00,2:30
1170,6,6:00,23:59
1170,0,00:00,2:30
1170,5,15:15,23:59
1170,6,00:00,3:00
1171,0,00:00,23:59
1171,5,12:30,23:59
1171,6,00:00,1:15
1171,1,17:00,23:59
1171,2,00:00,1:30
1171,3,17:00,23:59
1171,4,00:00,1:30
1171,2,12:00,19:45
1171,4,8:45,12:45
1171,6,12:45,13:15
1172,0,00:00,23:59
1172,1,00:00,23:59
1172,4,11:45,23:15
1172,2,9:15,20:30
1172,3,15:30,23:30
1172,5,8:15,20:30
1172,6,14:15,23:59
1172,0,00:00,12:00
1173,0,00:00,23:59
1173,3,9:45,13:00
1173,1,11:15,20:30
1173,6,11:15,20:30
1173,2,6:00,15:15
1173,4,14:15,22:30
1173,5,12:15,19:30
1174,0,00:00,23:59
1174,3,8:30,23:59
1174,4,00:00,3:15
1174,1,11:45,16:30
1174,2,11:45,16:30
1174,4,6:00,15:00
1174,5,15:15,23:59
1174,6,00:00,1:30
1174,6,7:00,20:00
1175,0,8:15,10:00
1175,1,10:45,14:30
1175,2,16:45,23:59
1175,3,00:00,12:30
1175,4,16:45,23:59
1175,5,00:00,12:30
1175,3,14:15,15:00
1175,5,13:15,21:30
1175,6,13:15,21:30
1176,0,13:15,18:30
1176,1,5:00,16:45
1176,2,10:45,16:30
1176,3,14:00,19:30
1176,4,5:00,23:59
1176,5,00:00,1:15
1176,5,8:00,9:45
1176,6,17:00,18:30
1177,0,00:00,23:59
1177,5,6:00,17:45
1177,1,10:00,14:15
1177,2,14:30,23:59
1177,3,00:00,1:30
1177,3,5:45,23:59
1177,4,00:00,1:00
1177,4,14:00,16:45
1177,6,17:30,21:45
1178,0,7:45,17:00
1178,1,13:00,23:59
1178,2,00:00,1:30
1178,3,13:00,23:59
1178,4,00:00,1:30
1178,2,6:15,20:15
1178,4,14:45,23:00
1178,5,14:45,23:00
1178,6,14:45,23:00
1179,6,8:00,10:45
1179,1,17:30,23:30
1179,2,17:30,23:30
1179,3,5:00,19:30
1179,4,5:00,19:30
1179,5,12:45,21:15
1180,0,00:00,23:59
1180,2,13:30,18:45
1180,1,14:30,15:45
1180,3,7:45,8:30
1180,4,11:30,14:00
1180,5,7:15,13:15
1180,6,5:00,22:30
1181,0,00:00,23:59
1181,3,00:00,23:59
1181,5,8:45,23:59
1181,6,00:00,3:30
1181,1,6:00,9:15
1181,4,6:00,9:15
1181,2,12:45,23:00
1181,6,7:45,11:45
1182,0,13:00,23:59
1182,1,00:00,3:45
1182,1,15:45,20:00
1182,5,15:45,20:00
1182,2,6:15,13:45
1182,3,9:15,23:59
1182,4,00:00,3:30
1182,4,10:30,23:59
1182,5,00:00,1:30
1182,6,12:30,17:15
1183,0,00:00,23:59
1183,2,17:30,23:59
1183,3,00:00,12:30
1183,3,17:30,23:59
1183,4,00:00,12:30
1183,1,15:15,23:59
1183,2,00:00,12:00
1183,4,17:15,23:59
1183,5,00:00,3:15
1183,6,17:15,23:59
1183,0,00:00,3:15
1183,5,9:45,21:45
1184,0,13:45,15:00
1184,1,8:45,23:59
1184,2,00:00,2:15
1184,2,6:45,10:45
1184,3,5:45,11:15
1184,5,5:45,11:15
1184,4,15:45,23:59
1184,5,00:00,2:30
1184,6,17:00,23:59
1184,0,00:00,3:45
1185,0,17:30,22:00
1185,1,9:15,17:00
1185,2,15:00,23:59
1185,3,00:00,3:45
1185,3,10:15,22:15
1185,4,13:00,20:15
1185,5,5:30,7:15
1185,6,12:45,23:59
1185,0,00:00,3:30
1186,0,16:30,23:59
1186,1,00:00,2:30
1186,1,15:15,23:30
1186,2,5:45,13:15
1186,6,5:45,13:15
1186,3,17:15,21:15
1186,4,11:30,12:15
1186,5,11:45,22:45
1187,0,9:00,23:59
1187,1,00:00,2:45
1187,1,15:15,18:30
1187,2,16:00,21:15
1187,5,16:00,21:15
1187,3,14:45,21:00
1187,4,9:45,23:59
1187,5,00:00,1:00
1187,6,9:45,23:59
1187,0,00:00,1:00
1188,0,15:30,22:45
1188,1,5:30,21:15
1188,6,5:30,21:15
1188,2,9:15,20:45
1188,3,9:15,20:15
1188,5,9:15,20:15
1188,4,6:15,20:00
1189,0,10:00,15:00
1189,1,10:30,23:59
1189,2,00:00,1:00
1189,2,11:00,21:00
1189,3,16:00,23:15
1189,6,16:00,23:15
1189,4,6:15,11:30
1189,5,9:15,15:30
1190,0,00:00,23:59
1190,3,11:00,19:45
1190,1,5:15,15:30
1190,2,11:00,23:59
1190,3,00:00,1:00
1190,4,7:15,15:30
1190,5,12:45,13:30
1190,6,6:30,10:45
1191,0,00:00,23:59
1191,4,5:00,23:59
1191,5,00:00,3:45
1191,1,10:00,12:15
1191,2,15:30,23:59
1191,3,00:00,12:15
1191,3,15:30,23:59
1191,4,00:00,12:15
1191,5,13:30,23:30
1191,6,11:45,18:30
1192,0,00:00,23:59
1192,1,00:00,23:59
1192,3,17:30,20:30
1192,2,16:30,19:30
1192,4,9:30,23:59
1192,5,00:00,3:00
1192,5,7:15,15:45
1192,6,5:00,6:00
1193,0,14:00,23:00
1193,1,14:00,23:00
1193,2,15:45,21:00
1193,3,14:00,23:59
1193,4,00:00,1:00
1193,4,14:15,16:30
1193,5,12:30,23:59
1193,6,00:00,1:00
1193,6,12:30,23:59
1193,0,00:00,1:00
1194,0,15:45,20:00
1194,1,8:15,23:59
1194,2,00:00,2:45
1194,2,13:30,17:45
1194,3,11:15,15:30
1194,4,12:15,19:00
1194,5,14:15,15:00
1194,6,9:45,23:59
1194,0,00:00,1:15
1195,0,15:30,20:30
1195,1,15:30,20:30
1195,2,15:30,20:30
1195,3,8:45,16:45
1195,4,15:30,23:59
1195,5,00:00,3:00
1195,5,12:00,23:45
1195,6,12:30,14:45
1196,0,00:00,23:59
1196,5,11:30,16:45
1196,1,6:30,11:30
1196,2,8:45,10:15
1196,3,11:00,12:45
1196,4,15:45,18:15
1196,6,5:45,22:30
1197,0,15:30,18:45
1197,1,8:30,10:30
1197,2,10:00,19:15
1197,3,10:00,19:15
1197,4,11:15,23:59
1197,5,00:00,2:15
1197,5,14:45,23:59
1197,6,00:00,2:15
1197,6,17:30,20:15
1198,0,7:45,14:30
1198,1,10:15,20:15
1198,5,10:15,20:15
1198,2,6:45,23:59
1198,3,00:00,2:15
1198,3,13:00,14:30
1198,4,6:00,12:15
1198,6,17:45,23:59
1198,0,00:00,1:45
1199,0,16:00,23:15
1199,1,16:00,23:15
1199,2,14:00,22:15
1199,4,14:00,22:15
1199,3,15:30,17:45
1199,6,15:30,17:45
1199,5,11:15,23:45
1200,0,11:15,12:15
1200,1,12:45,23:59
1200,2,00:00,3:15
1200,2,7:15,23:59
1200,3,00:00,2:00
1200,4,7:15,23:59
1200,5,00:00,2:00
1200,3,7:15,23:59
1200,4,00:00,1:45
1200,6,7:15,23:59
1200,0,00:00,1:45
1200,5,16:30,18:15
1201,0,11:00,13:15
1201,1,13:30,16:15
1201,2,8:30,12:30
1201,3,7:00,15:15
1201,4,9:00,12:00
1201,5,9:00,12:00
1201,6,13:30,21:45
1202,0,11:00,19:45
1202,1,11:00,19:45
1202,2,6:00,23:59
1202,3,00:00,2:45
1202,3,6:00,23:59
1202,4,00:00,2:45
1202,4,11:45,13:30
1202,5,7:00,11:45
1202,6,6:00,14:45
1203,0,13:45,22:30
1203,1,12:00,20:45
1203,2,16:30,23:30
1203,4,16:30,23:30
1203,3,7:45,19:00
1203,5,14:45,23:45
1203,6,5:30,10:15
1204,0,17:00,22:00
1204,1,13:15,19:45
1204,4,13:15,19:45
1204,2,12:15,21:45
1204,3,15:15,18:30
1204,5,5:15,18:00
1204,6,5:15,18:00
1205,6,9:15,10:30
1205,1,9:45,19:30
1205,2,7:30,18:15
1205,3,5:15,11:30
1205,4,16:45,23:59
1205,5,00:00,2:15
1205,5,8:45,12:30
1206,0,12:15,23:59
1206,1,00:00,3:15
1206,1,12:15,23:59
1206,2,00:00,3:15
1206,2,15:30,23:59
1206,3,00:00,2:00
1206,3,15:30,23:59
1206,4,00:00,2:00
1206,4,12:15,13:15
1206,5,11:45,12:00
1206,6,16:00,23:59
1206,0,00:00,2:00
1207,0,00:00,23:59
1207,2,00:00,23:59
1207,5,16:45,19:00
1207,1,6:00,9:30
1207,3,7:45,10:15
1207,4,7:45,10:15
1207,6,9:30,10:00
1208,0,6:45,22:00
1208,1,11:45,19:00
1208,6,11:45,19:00
1208,2,7:45,16:30
1208,4,7:45,16:30
1208,3,12:45,17:30
1208,5,12:45,17:30
1209,0,8:15,12:45
1209,1,8:15,12:45
1209,2,10:30,14:30
1209,3,10:30,14:30
1209,4,5:15,13:45
1209,5,17:15,23:59
1209,6,00:00,12:15
1209,6,7:15,12:15
1210,0,00:00,23:59
1210,4,14:30,22:00
1210,1,13:00,23:59
1210,2,00:00,3:15
1210,2,15:45,23:59
1210,3,00:00,3:45
1210,3,15:45,23:59
1210,4,00:00,3:45
1210,5,10:45,18:30
1210,6,15:45,17:45
1211,0,7:15,22:45
1211,1,9:30,12:45
1211,2,9:00,17:30
1211,3,9:00,17:30
1211,4,5:30,6:45
1211,5,6:30,21:45
1211,6,8:00,23:59
1211,0,00:00,3:30
1212,0,00:00,23:59
1212,3,15:00,23:59
1212,4,00:00,12:30
1212,1,11:00,20:15
1212,6,11:00,20:15
1212,2,5:30,19:30
1212,4,8:15,22:45
1212,5,8:15,22:45
1213,0,00:00,23:59
1213,4,10:30,14:30
1213,1,5:45,7:15
1213,2,6:15,18:00
1213,3,6:45,20:15
1213,6,6:45,20:15
1213,5,5:15,23:59
1213,6,00:00,1:30
1214,0,00:00,23:59
1214,3,8:00,23:59
1214,4,00:00,1:30
1214,1,11:00,15:30
1214,2,14:15,15:15
1214,4,17:30,23:45
1214,5,6:15,19:45
1214,6,12:00,23:59
1214,0,00:00,1:15
1215,0,00:00,23:59
1215,3,15:00,22:00
1215,1,12:15,13:45
1215,2,16:45,19:30
